datetime,pendle,uma,seth,perpetual-protocol,insure,injective-protocol,inverse-finance,stafi,kryll,yearn-finance,telcoin,band-protocol,crvusd,0x,dexe,frax-share,stargate-finance,tokemak,wrapped-nxm,loopring,bancor,cryptex-finance,stake-dao,alchemix,smardex,magic-internet-money,cow-protocol,orion-protocol,liquity-usd,chainlink,compound-ether,sushi,compound-usd-coin,1inch,keep-network,badger-dao,ampleforth,paraswap,dodo,coin98,olympus,balancer,rocket-pool,lever,oraichain-token,melon,tellor,numeraire,hegic,uniswap,orbs,liquity,quickswap,aura-finance,maker,harvest-finance,airswap,api3,hashflow,degate,ethena,aave,marlin,dia-data,dai,whiteheart,convex-finance,clearpool,ondo-finance,ribbon-finance,polkastarter,ramp,lido-dao,kujira,frax,lcx,raydium,dydx,unizen,bella-protocol
2023-05-09 00:00:00+00:00,0.312861576495,2.754779656636,1845.961535769005,0.596934639097,0.004903705801,6.292149542051,34.435633954173,0.3429383525,0.259681257669,7330.48886292616,0.001747220566,1.455530086549,,0.219521321574,2.651005300688,6.757832560856,0.639015166211,0.753954313519,,0.297244832772,0.435226831571,1.44632539561,0.417626688226,17.752445959112,0.003037845255,0.997083963411,0.07304305863,1.182924991823,1.011402586161,6.524262871695,,0.894611010245,0.022846698682,0.415894941196,0.134230602164,2.719163288453,1.011915674595,0.034956334948,0.120698007248,0.189747853012,10.482687812355,5.74287005846,47.713511455723,0.001448452552,2.341794756664,19.732542321526,11.213149091016,13.987867674429,0.01211313388,4.957261309374,0.026995709178,1.204218503705,61.974973459995,2.121485436943,671.8452073862,27.529082279304,0.100796673957,1.294465612064,0.460451384697,0.219323925514,,64.486447499548,0.008506106151,0.286731633512,,100.982292846836,4.629474109932,0.035084175965,,0.153043778622,0.371816161779,0.061405585775,1.850270778572,0.592196833759,0.998474487537,0.053322102611,0.197198635316,2.130833230881,0.066267950495,0.638077214373
2023-05-10 00:00:00+00:00,0.389738669944,2.574627235811,1838.727530655668,0.622879920659,0.00471648976,6.671948493843,33.891789852993,0.345893835105,0.260104853695,7055.262960080213,0.001773339015,1.476211367404,,0.227076610406,2.644255397407,6.782849402718,0.671314451346,0.733879053736,,0.301261293988,0.427792118243,1.372435297778,0.417659564902,17.880070028747,0.002893337616,0.99697992694,0.072885708538,1.126771279373,1.009443660444,6.595903838933,,0.914875644515,0.022846046064,0.422894319498,0.144144539136,2.692246979773,1.013621740363,0.035003325393,0.123755365578,0.197905740961,10.500588237889,5.626894007552,46.93711434479,0.001508704336,2.597660248037,19.370667080406,11.941102999716,14.079093974335,0.012119529197,5.131016559413,0.02751121366,1.241408341071,62.943452180683,2.122765328098,660.540172141098,27.949408470257,0.107114151969,1.331763463695,0.476656236148,0.205865340348,,64.807670055739,0.008792074494,0.292234948968,,102.570434702927,4.698266407196,0.034812215759,,0.152100386245,0.376967513795,0.060488960875,1.874571555612,0.62285200541,1.000985208896,0.052537594372,0.196182030711,2.205264586886,0.068611263587,0.660296229585
2023-05-11 00:00:00+00:00,0.357234414923,2.402240075799,1791.483704894173,0.602357635147,0.004632873197,5.815883650019,33.64703884191,0.330029161978,0.255094948768,6670.465054594105,0.001678118205,1.401539431314,,0.215634348186,2.513571320437,5.949706222327,0.611195615087,0.705880664649,,0.283265586737,0.416702463134,1.332378195019,0.403475645513,17.399271084259,0.002722131458,0.999124959064,0.070186363711,1.040117436415,1.008813859123,6.366951184944,,0.874396891382,0.022848653797,0.409342329732,0.133862431704,2.548592936854,0.994421464258,0.032183517063,0.117299877898,0.18662670139,10.495243147606,5.49871818222,44.898071020456,0.001392437257,2.641262761364,17.866228471976,11.419716269727,13.249038841842,0.012351593058,5.071643766333,0.026711597311,1.207295122159,56.56323598572,2.101623713988,622.258175262789,26.165564601885,0.098460544289,1.29125642179,0.441400165451,0.209379932242,,62.403612843617,0.008220058551,0.27665474002,,102.491802385618,4.345311304024,0.034381896042,,0.149502976227,0.357182352204,0.060729178598,1.655989932071,0.622817746366,1.000818922259,0.051404524848,0.187023439972,2.00184512533,0.06940951084,0.61702623639
2023-05-12 00:00:00+00:00,0.402071287043,2.407427499473,1803.116246670057,0.628374963741,0.004614526034,6.138926075979,34.184432037543,0.339945349359,0.252136097734,6942.948002124381,0.001749129688,1.4587395609,,0.218901398416,2.621446036251,6.541627620913,0.615728652312,0.705771751921,,0.287652910437,0.420354740529,1.334985439048,0.411184903852,18.2898499693,0.002762852889,0.999207734355,0.070003411516,1.098530146437,1.008732921332,6.621964418818,,0.886900477909,0.022853366378,0.414994896487,0.13157430864,2.576800691685,1.007431285001,0.033414404386,0.118218930495,0.192733896114,10.575443633619,5.546214174348,46.599721425499,0.001454043753,2.7648770876,18.564454740468,11.628615352877,13.458871319338,0.013919187176,5.198058639829,0.02641762956,1.226500837682,59.642506337269,2.038557824838,638.052290942822,27.06734581086,0.098073017701,1.313336270255,0.455485301751,0.208945644753,,63.19169125157,0.008501194266,0.284281422873,,101.60806376896,4.512817522028,0.033897879487,,0.149059294321,0.363854953535,0.060464412305,1.899469010023,0.636968915859,0.998830547783,0.051808609536,0.188287564356,2.115184948309,0.069681452117,0.636280187242
2023-05-13 00:00:00+00:00,0.448505995136,2.314092645964,1792.739494296014,0.606493041227,0.004639357882,6.039597221515,33.634143789067,0.355791681131,0.257155386129,6770.915649228183,0.001835565888,1.427626374162,,0.216905992784,2.5959770278,6.515253406282,0.606226766418,0.702789950636,,0.284618330429,0.416252488993,1.313886089564,0.409962945921,18.967060266275,0.002805147849,0.99633550552,0.069892461248,1.081423474588,1.008404113832,6.500389885679,,0.885111289408,0.022846676685,0.41048872724,0.129758995341,2.551020567467,1.008369727529,0.032634171728,0.116033446102,0.189978735969,10.478234425603,5.499828324296,49.993557218465,0.001407666105,2.960614250602,17.972949533361,11.422613542296,13.41610455972,0.012971199327,5.10674981969,0.026434633324,1.190450988784,58.525025438128,2.066044407375,632.569601537907,27.670391948614,0.096168263145,1.311709207635,0.448089287822,0.207692334938,,62.19250999871,0.008557611721,0.282294036668,,102.004573711434,4.514929345016,0.03386016419,,0.147556356445,0.362240793027,0.057760343849,1.882274122175,0.65839476614,1.001673168254,0.051797659179,0.188588822826,2.119456171017,0.067800503642,0.627417573886
2023-05-14 00:00:00+00:00,0.47781087824,2.352581562321,1795.104759967878,0.606663905736,0.004549153561,6.093840455906,33.654516727461,0.351886880979,0.254861320724,6833.893573618065,0.001858858643,1.444955326743,,0.221449607753,2.603300254671,6.726551728339,0.616325941461,0.719577792932,,0.28885540861,0.417705834951,1.262775089726,0.416228462072,18.921617165653,0.002744835559,0.998373957766,0.068481345157,1.075751439217,1.007748404459,6.543808786469,,0.896118061854,0.02285229343,0.41404331608,0.127261652808,2.547584185489,1.012826660465,0.032790206221,0.119916288057,0.194664661466,10.484714839483,5.558374382021,51.65613119457,0.001424351645,3.117263704041,18.271832355829,11.566458787031,13.566253178214,0.012780279104,5.13730757682,0.026540443089,1.202545054435,59.17012079129,2.108525574024,626.382717520587,27.873021471184,0.097715612566,1.311225040091,0.452750985134,0.208675554618,,62.226140739462,0.008610694053,0.283553541332,,99.74663130515,4.608332063324,0.033832554968,,0.147528404366,0.362091791149,0.056966035589,1.927074317852,0.706745359257,1.002238325818,0.051259714119,0.190099325976,2.143035819307,0.067600810125,0.639549137092
2023-05-15 00:00:00+00:00,0.456002526207,2.337951032512,1810.940239902527,0.61824729154,0.004479317471,6.406288756185,33.914186139518,0.366099052343,0.255909939957,6901.846643694997,0.001846153321,1.444825077958,,0.222653527135,2.626992754887,7.061784666292,0.640664292702,0.725720815362,,0.29280087558,0.421992625485,1.281784728824,0.421580272284,19.509365620773,0.002702256397,0.99634189515,0.071759643554,1.043979969478,1.008223540613,6.638051084363,,0.89197187134,0.022838645907,0.414703296656,0.130750118252,2.555730220675,1.028695384668,0.033078845476,0.127313136923,0.198130571564,10.52006957661,5.550417062478,52.107414960884,0.001453906875,3.099285481396,18.294432960708,11.911909028685,13.739543658527,0.012839946619,5.128390263222,0.026885391245,1.287438509907,59.214470778638,2.074096937452,637.247063824492,28.594686723002,0.097099043829,1.339506728405,0.448980662731,0.209580102076,,62.820180457156,0.008740290441,0.291705814512,,101.397313772818,4.68647362273,0.034309155389,,0.146442988814,0.366942149822,0.057056652621,2.123449029335,0.674928392137,0.999733452993,0.053891348465,0.190937991602,2.209682526083,0.06852103632,0.643428820276
2023-05-16 00:00:00+00:00,0.4338807395,2.208977483308,1816.55481160691,0.621727577406,0.004586310003,6.147377647951,33.17190703387,0.373420518662,0.253291442606,6813.431042100011,0.001758081711,1.456401083071,,0.229109396303,2.627601826738,7.256133359311,0.641696807653,0.708564275731,,0.296850500339,0.421564696316,1.367639373221,0.406151777868,18.75783378284,0.002655789496,0.998712449628,0.072372025301,0.978028839742,1.007524531132,6.659044353614,,0.897116820916,0.022848236675,0.415372269206,0.131228706448,2.553216202999,1.035609761475,0.031786703409,0.127832876573,0.199749670206,10.626151452786,5.501116824018,49.976385887114,0.0014797286,3.030678932887,18.601333420407,12.124639108597,13.644361453698,0.012558658413,5.148323943429,0.026514799215,1.373606304,57.819041431148,2.020707687079,633.170681721113,28.261915969925,0.099015751339,1.303107596211,0.44967184329,0.190018347597,,62.838258932328,0.008819270406,0.298499470097,,100.297307648323,4.752353455012,0.033236564575,,0.136338650804,0.366228713956,0.056914963359,2.206719928087,0.617470313097,0.999324091313,0.053112850304,0.188098914367,2.182683906261,0.066135401269,0.652202622048
2023-05-17 00:00:00+00:00,0.438085916079,2.239127227259,1817.420819383877,0.632265305693,0.00461364136,6.614159799377,33.371497705998,0.371866630074,0.253975256254,6827.248887256693,0.001820706216,1.518539981893,,0.232338565531,2.657049806594,7.369621465546,0.661621211419,0.779592036317,,0.305160412526,0.426868398153,1.33677427746,0.402496100133,18.220583402056,0.003475862099,0.998501757565,0.07222018966,1.011089052124,1.009593707596,6.753716254349,,0.92503458028,0.022852239565,0.415276185335,0.124516832484,2.57951041029,1.040045410592,0.03322615807,0.133189888925,0.205813954396,10.611331710245,5.565014497715,50.605704429439,0.001506039598,2.815431367624,18.690335045564,12.245063901903,13.801219160209,0.012519257223,5.328456612055,0.026604871782,1.388371912068,58.152661060826,2.038272254675,639.498470653883,28.554070758437,0.105065095233,1.267399265067,0.462563457084,0.190035772635,,64.814325000823,0.008781023693,0.297304499595,,108.749753590268,4.803114907305,0.032102210493,,0.130275195456,0.366918965996,0.057331357253,2.357241978922,0.710916848265,1.00135701815,0.052074668917,0.194665866533,2.220366930523,0.066921177257,0.673876516776
2023-05-18 00:00:00+00:00,0.416096959052,2.203365437466,1796.886653297839,0.624920793817,0.004394825035,6.651945669705,32.123980521492,0.363941769211,0.25274775294,6694.923355540882,0.001797917664,1.487144205963,,0.22865058066,2.660950934565,7.22305564926,0.614752054274,0.772240029771,,0.296823237244,0.417289933182,1.337556262529,0.399424003651,17.77086713644,0.004524396814,0.993827490403,0.070985433486,0.968430957318,1.009938480326,6.534812440441,,0.9063638134,0.022842527829,0.402567324749,0.125287523277,2.545259107086,1.03801537047,0.032369540711,0.132181312305,0.201919691138,10.516494175591,5.503555341443,49.673962395954,0.001503619949,2.809043729937,18.371758679537,12.334483560703,13.796838347328,0.01231047554,5.302555217932,0.02647719604,1.332290326393,57.597429865922,1.971826954545,626.032960158076,28.218291009261,0.163747721629,1.267353604475,0.453202074665,0.205412199184,,65.164756290535,0.008713181746,0.295211384421,,100.175157116787,4.674668798173,0.031200806393,,0.133720059031,0.362496808219,0.056842559482,2.138194117341,0.741674369985,0.998807384885,0.052922025821,0.222982645113,2.177975955413,0.065495533325,0.66583882697
